,player,team,position,batting_average,obp,slugging_percentage,ops,games_played,at_bats,runs,hits,doubles,triples,homeruns,rbi,hit_by_pitch,walks,strikeouts,stolen_bases,caught_stealing,all_american
1397,Desirae Martinez,Bethune-Cookman,,0.262,0.292,0.303,0.595,50,145,8,38,6,0,0,23,4,3,10,0,0,False
1398,Annie Potter,Mercer,,0.262,0.315,0.363,0.678,55,168,21,44,10,2,1,22,3,11,17,0,0,False
1399,Marsha Hunt,Alcorn State,,0.262,0.34,0.411,0.751,47,141,19,37,14,2,1,26,2,15,34,3,0,False
1400,Jaylah Barr,North Carolina Central,,0.262,0.406,0.505,0.911,45,107,17,28,5,0,7,23,3,23,27,1,0,False
1401,Joecellia Roberts,San Diego,,0.261,0.328,0.376,0.704,54,165,22,43,11,1,2,19,2,15,28,3,0,False
1402,Charlotte Grover,Robert Morris,,0.261,0.324,0.412,0.736,52,165,29,43,10,0,5,26,3,13,35,0,0,False
1403,Chloe Morgan,Binghamton,,0.261,0.304,0.312,0.616,44,138,16,36,3,2,0,12,2,7,18,3,2,False
1404,Josie Willingham,McNeese,,0.261,0.312,0.363,0.675,58,157,28,41,7,3,1,18,1,12,21,12,1,False
1405,Maddie Swart,Eastern Illinois,,0.261,0.345,0.304,0.649,52,138,14,36,3,0,1,0,0,21,0,0,0,False
1406,Maddie Lawson,Rutgers,,0.261,0.308,0.363,0.671,51,157,18,41,10,0,2,25,5,7,15,1,2,False
1407,Tori Bowles,Mount St. Marys,,0.261,0.35,0.37,0.72,43,119,9,31,4,0,3,10,5,12,17,0,0,False
1408,Skylar Sirdashney,Wisconsin,,0.261,0.298,0.375,0.673,42,88,10,23,3,2,1,14,1,4,23,3,2,False
1409,Isabella Galloway,Kennesaw State,,0.261,0.297,0.315,0.612,43,111,15,29,6,0,0,10,0,6,22,1,0,False
1410,Avrey Schumacher,Youngstown State,,0.261,0.325,0.34,0.665,56,153,16,40,10,1,0,2,3,12,0,0,0,False
1411,Claire Ginder,Texas State,,0.261,0.32,0.34,0.66,56,153,17,40,5,2,1,26,1,14,27,2,0,False
1412,Jahni Kerr,Florida State,,0.261,0.298,0.422,0.72,60,180,25,47,10,2,5,2,0,10,0,0,0,False
1413,Xiara Diaz,Cal Poly,,0.261,0.338,0.291,0.629,48,134,13,35,4,0,0,1,10,6,0,0,0,False
1414,Aubrey Ketcham,Saint Peter's,,0.261,0.366,0.296,0.662,52,115,20,30,2,1,0,12,8,11,22,13,3,False
1415,Katariina Delph,Morgan State,,0.261,0.346,0.319,0.665,40,69,12,18,2,1,0,3,4,5,10,9,3,False
1416,Steffany Dickerson,Missouri State,,0.261,0.37,0.435,0.805,43,92,9,24,4,0,4,18,2,14,26,1,0,False
1417,Cayden Baker,Texas A&M,,0.261,0.276,0.336,0.612,52,119,15,31,1,1,2,17,0,3,23,4,2,False
1418,Sommer Kisling,UC Davis,,0.261,0.333,0.279,0.612,52,165,22,43,1,1,0,10,2,16,11,1,1,False
1419,Julz Garber,Delaware,,0.261,0.341,0.306,0.647,44,111,16,29,2,0,1,13,0,14,18,3,4,False
1420,Olivia Johnson,Washington,,0.261,0.423,0.588,1.011,50,119,23,31,4,1,11,25,4,31,30,1,0,False
1421,Emily Kepple,Hampton,,0.261,0.342,0.41,0.752,55,161,17,42,9,0,5,26,5,16,19,1,1,False
1422,Madeline Vejvoda,Creighton,,0.261,0.324,0.299,0.623,42,134,19,35,5,0,0,11,2,11,17,0,1,False
1423,Taylor Roby,Louisville,,0.261,0.382,0.592,0.974,52,157,27,41,7,0,15,45,4,28,39,0,0,False
1424,Taylor Williams,Northwestern State,,0.26,0.331,0.32,0.651,51,150,27,39,7,1,0,10,3,13,26,8,0,False
1425,Savannah Rodriguez,Western Illinois,,0.26,0.351,0.38,0.731,38,100,7,26,6,0,2,0,3,11,0,0,0,False
1426,Micaela Abbatine,Providence,,0.26,0.282,0.37,0.652,46,127,25,33,8,0,2,14,1,3,25,20,0,False
1427,Miranda Stoddard,Kentucky,,0.26,0.308,0.519,0.827,55,131,27,34,7,0,9,33,2,8,36,3,1,False
1428,Ivy Davis,Tennessee,,0.26,0.403,0.545,0.948,59,154,37,40,5,0,13,38,16,21,33,2,0,False
1429,Cami Newbanks,Saint Louis,,0.26,0.414,0.43,0.844,43,100,8,26,6,1,3,15,0,27,29,1,2,False
1430,Deshea Hill,Cal State Fullerton,,0.26,0.323,0.432,0.755,56,169,14,44,6,1,7,2,4,12,0,0,0,False
1431,Courtney Paolantonio,Bryant,,0.26,0.313,0.506,0.819,50,77,10,20,8,1,3,21,0,6,19,0,0,False
1432,Maci Cunconan,Lipscomb,,0.26,0.31,0.571,0.881,52,154,23,40,6,9,8,36,2,11,35,4,2,False
1433,Natasha Miner,Lafayette,,0.26,0.372,0.322,0.694,46,146,29,38,6,0,1,13,8,18,8,7,1,False
1434,Chloe Whittier,Massachusetts,,0.26,0.339,0.347,0.686,51,150,20,39,5,1,2,1,8,11,0,0,0,False
1435,Bailey Drapola,Pittsburgh,,0.26,0.4,0.493,0.893,36,73,7,19,4,2,3,22,3,14,22,7,1,False
1436,Destiny Hernandez,Southern,,0.26,0.316,0.366,0.682,46,123,11,32,7,0,2,19,0,10,10,0,0,False
1437,Mackenzie Mahy,Northern Illinois,,0.26,0.373,0.308,0.681,40,104,27,27,2,0,1,8,2,18,19,12,3,False
1438,Bethany Busch,Houston,,0.26,0.359,0.45,0.809,51,131,25,34,5,1,6,21,5,16,31,11,4,False
1439,Kate Beckemeyer,Valparaiso,,0.26,0.291,0.29,0.581,46,131,8,34,4,0,0,1,0,7,0,0,0,False
1440,Jen Krizka,Oakland,,0.26,0.333,0.409,0.742,43,127,7,33,7,0,4,21,2,13,17,1,0,False
1441,MaKayla Rice,Drake,,0.259,0.338,0.388,0.726,48,116,23,30,5,2,2,20,2,14,32,13,2,False
1442,Madison Koger,Charleston Southern,,0.259,0.29,0.456,0.746,55,158,19,41,8,1,7,28,0,8,35,2,0,False
1443,Scarlett Lloyd,Wagner,,0.259,0.29,0.328,0.618,43,116,7,30,5,0,1,14,0,6,10,0,0,False
1444,Nicole Giery,Boston College,,0.259,0.291,0.407,0.698,46,135,12,35,11,0,3,19,4,2,16,1,0,False
1445,Elia Hebel,Sam Houston,,0.259,0.331,0.453,0.784,51,139,15,36,3,0,8,22,1,14,22,1,0,False
1446,Rylee Platusic,Purdue,,0.259,0.305,0.383,0.688,55,162,20,42,7,2,3,26,1,11,40,2,2,False
1447,Peyton Fointno,Tennessee State,,0.259,0.308,0.34,0.648,54,147,11,38,10,1,0,20,5,6,15,4,1,False
1448,Rachel Roupe,Liberty,,0.259,0.349,0.475,0.824,61,162,31,42,9,1,8,4,4,21,0,0,0,False
1449,Denay Griffin,Liberty,,0.259,0.423,0.422,0.845,50,116,18,30,4,0,5,0,0,33,0,0,0,False
1450,Kelly Walinski,Northern Illinois,,0.259,0.317,0.313,0.63,42,112,13,29,6,0,0,12,0,10,16,1,2,False
1451,Kate Farren,Dartmouth,,0.259,0.318,0.483,0.801,43,116,16,30,12,1,4,24,3,8,24,2,2,False
1452,Kacey Zobac,California,,0.259,0.356,0.475,0.831,50,139,16,36,12,0,6,23,3,18,24,0,0,False
1453,Bella Loomis,Arizona State,,0.259,0.326,0.37,0.696,45,81,22,21,6,0,1,2,3,6,0,0,0,False
1454,Scout Jennings,Southern Miss,,0.259,0.283,0.388,0.671,48,139,16,36,5,2,3,22,1,4,30,5,1,False
1455,Kya Enos,Maine,,0.258,0.28,0.43,0.71,40,128,22,33,5,4,3,14,2,2,19,16,4,False
1456,Alyssa Orr,Fresno State,,0.258,0.35,0.35,0.7,45,120,17,31,4,2,1,8,3,14,34,7,3,False
1457,Maya Avila,Long Island,,0.258,0.333,0.414,0.747,53,128,10,33,8,0,4,30,1,15,21,0,0,False
1458,Maria Pagane,Columbia,,0.258,0.326,0.363,0.689,38,124,18,32,4,0,3,17,7,6,15,5,2,False
1459,Grace Jackson,Princeton,,0.258,0.321,0.313,0.634,46,128,16,33,7,0,0,0,1,11,0,0,0,False
1460,Alyssa Hernandez,Cal State Fullerton,,0.258,0.286,0.355,0.641,51,93,9,24,4,1,1,2,3,1,0,0,0,False
1461,Natalia Martinez,Portland State,,0.258,0.34,0.371,0.711,36,89,12,23,1,0,3,17,2,9,24,0,0,False
1462,Sabrina Javorsky,Fairleigh Dickinson,,0.258,0.396,0.4,0.796,46,120,23,31,11,0,2,19,2,26,12,4,0,False
1463,Amanda Carey,Fordham,,0.258,0.277,0.423,0.7,40,97,9,25,7,0,3,14,0,3,15,1,0,False
1464,Cheyanne Masterson,South Dakota State,,0.258,0.342,0.57,0.912,50,128,28,33,1,0,13,35,2,16,28,0,0,False
1465,Carolyn Skotz,Yale,,0.258,0.353,0.382,0.735,33,89,14,23,6,1,1,8,2,11,14,2,0,False
1466,Abbey Montoya,Coastal Carolina,,0.258,0.324,0.411,0.735,54,163,29,42,7,0,6,22,7,9,27,11,0,False
1467,Lala Pascual,Quinnipiac,,0.258,0.375,0.366,0.741,35,93,10,24,7,0,1,15,1,17,20,0,0,False
1468,Audra Thompson,Troy,,0.258,0.381,0.344,0.725,52,128,16,33,5,0,2,21,2,24,34,0,0,False
1469,Deena Pederson,UC San Diego,,0.258,0.333,0.344,0.677,51,128,20,33,2,3,1,12,5,10,30,14,1,False
1470,Danielle Henning,Indiana State,,0.258,0.323,0.348,0.671,46,89,19,23,6,1,0,14,0,9,9,3,0,False
1471,Danielle Romanello,San Diego State,,0.257,0.349,0.417,0.766,53,144,15,37,6,1,5,26,4,17,25,2,0,False
1472,Krystin Nelson,Wichita State,,0.257,0.364,0.317,0.681,44,101,20,26,3,0,1,10,2,15,24,0,1,False
1473,Sydney Love-Baker,Tennessee Tech,,0.257,0.389,0.472,0.861,54,144,33,37,6,2,7,0,4,33,0,0,0,False
1474,Monica Serrano,Jackson State,,0.257,0.353,0.307,0.66,40,101,16,26,5,0,0,13,9,6,11,2,0,False
1475,Brylee Klosterman,Iowa,,0.257,0.39,0.351,0.741,52,148,33,38,8,0,2,2,4,29,0,0,0,False
1476,Alexis Phillips,Albany,,0.257,0.409,0.339,0.748,40,109,34,28,3,3,0,10,5,23,25,14,2,False
1477,Katie Prebble,South Carolina,,0.257,0.357,0.579,0.936,56,171,41,44,11,1,14,42,6,21,40,4,0,False
1478,Savannah Rice,Western Carolina,,0.257,0.296,0.55,0.846,40,109,17,28,5,0,9,25,0,6,19,1,1,False
1479,Sarah Seamans,Pittsburgh,,0.257,0.319,0.44,0.759,38,109,12,28,6,1,4,19,0,10,23,4,3,False
1480,Abi Annett,North Florida,,0.257,0.292,0.441,0.733,53,136,14,35,7,0,6,29,0,7,16,2,0,False
1481,Jaycie Gandert,Northern Colorado,,0.257,0.371,0.347,0.718,53,144,38,37,9,2,0,0,8,24,0,0,0,False
1482,Ella McVey,Michigan,,0.257,0.362,0.294,0.656,56,109,23,28,4,0,0,4,2,16,18,5,0,False
1483,Kaylee Ancelot,Lamar,,0.257,0.372,0.419,0.791,49,136,9,35,7,0,5,25,1,25,21,0,0,False
1484,Aerin Talley,SIU Edwardsville,,0.257,0.271,0.39,0.661,43,105,13,27,9,1,1,8,0,2,32,1,0,False
1485,Avery Lawley,Fresno State,,0.256,0.27,0.263,0.533,55,133,3,34,1,0,0,15,2,1,12,0,0,False
1486,Coryn Jacobson,St. Thomas,,0.256,0.342,0.326,0.668,45,129,11,33,3,0,2,17,5,12,44,1,0,False
1487,Catherine Anne Kupinski,Stony Brook,,0.256,0.333,0.408,0.741,46,125,17,32,11,1,2,26,5,10,23,1,1,False
1488,Meghan Dempsey,UMBC,,0.256,0.389,0.41,0.799,35,78,10,20,0,0,4,11,0,17,21,2,1,False
1489,Shannon Bonewit,Siena,,0.256,0.336,0.304,0.64,48,125,10,32,4,1,0,14,2,13,16,4,1,False
1490,Caroline Easom,Louisiana Tech,,0.256,0.349,0.35,0.699,59,180,25,46,8,0,3,36,1,27,16,0,0,False
1491,Sydni Byers,Towson,,0.256,0.312,0.408,0.72,46,125,13,32,7,0,4,25,2,9,28,1,0,False
1492,Cameron Kondo,Georgetown,,0.256,0.417,0.471,0.888,43,121,27,31,3,1,7,21,12,22,17,5,3,False
1493,Abby Buettner,Tennessee Tech,,0.256,0.291,0.47,0.761,54,164,29,42,5,0,10,1,3,5,0,0,0,False
1494,Hailey Tanori,New Mexico State,,0.256,0.315,0.274,0.589,48,117,22,30,0,1,0,7,0,10,15,10,1,False
1495,Megan Turner,Youngstown State,,0.256,0.301,0.481,0.782,55,156,21,40,11,0,8,2,1,11,0,0,0,False
1496,Jayne Sepulveda,Southern Utah,,0.256,0.289,0.388,0.677,43,129,18,33,6,1,3,8,0,6,39,1,1,False
1497,Izabella Martinez,Hawaii,,0.256,0.328,0.265,0.593,41,117,11,30,1,0,0,14,4,9,13,1,0,False
1498,Maggie Pertee,Eastern Kentucky,,0.256,0.336,0.392,0.728,43,125,28,32,4,2,3,2,4,12,0,0,0,False
1499,Cayla Tulley,UMass Lowell,,0.256,0.303,0.519,0.822,43,129,23,33,6,2,8,38,2,8,40,3,1,False
1500,Arriana Villa,Texas Tech,,0.256,0.348,0.444,0.792,48,133,23,34,3,2,6,25,0,20,36,0,0,False
1501,Megan Dray,Minnesota,,0.256,0.375,0.519,0.894,51,133,28,34,8,0,9,0,8,18,0,0,0,False
1502,Laurel McKelvey,Pennsylvania,,0.256,0.352,0.302,0.654,35,86,9,22,1,0,1,1,8,7,0,0,0,False
1503,Imani Edwards,Tulsa,,0.256,0.316,0.361,0.677,47,133,24,34,3,1,3,1,3,11,0,0,0,False
1504,Casey Walker,Hampton,,0.256,0.313,0.322,0.635,48,121,11,31,3,1,1,8,2,8,39,14,3,False
1505,Madison Reynolds,Jacksonville,,0.256,0.343,0.355,0.698,44,121,20,31,7,1,1,9,4,12,24,10,1,False
1506,Lindsey Carroll,Murray State,,0.256,0.319,0.446,0.765,57,168,28,43,6,4,6,2,3,14,0,0,0,False
1507,Sarah Stone,Indiana,,0.256,0.356,0.4,0.756,45,90,6,23,5,1,2,0,3,11,0,0,0,False
1508,Kaitlyn Farley,Ohio State,,0.256,0.271,0.305,0.576,45,82,10,21,2,1,0,0,0,2,0,0,0,False
1509,Toni Perrin,McNeese,,0.256,0.367,0.359,0.726,59,117,29,30,4,1,2,16,7,14,22,20,4,False
1510,Sofia Chambers,Stony Brook,,0.255,0.347,0.311,0.658,44,106,13,27,3,0,1,13,3,12,9,2,0,False
1511,Amari Broughton,Arkansas-Pine Bluff,,0.255,0.303,0.363,0.666,40,102,15,26,5,0,2,13,1,6,18,1,0,False
1512,Lindsey Osmer,Stony Brook,,0.255,0.311,0.336,0.647,45,137,21,35,8,0,1,20,3,8,32,2,1,False
1513,Kaitlin Lampson,Harvard,,0.255,0.327,0.277,0.604,41,94,15,24,2,0,0,7,8,2,25,5,0,False
1514,Meisha Murray,St. John's,,0.255,0.28,0.276,0.556,46,145,22,37,1,1,0,0,0,5,35,21,6,False
1515,Haley Hoffman,Princeton,,0.255,0.306,0.304,0.61,45,102,17,26,2,0,1,1,0,8,0,0,0,False
1516,Alex Rose Molinar,Furman,,0.255,0.288,0.324,0.612,55,145,17,37,6,2,0,19,0,8,19,4,0,False
1517,Elizabeth King,Mount St. Marys,,0.255,0.325,0.314,0.639,43,102,7,26,6,0,0,13,0,11,14,1,0,False
1518,Venessa Gallegos,Florida International,,0.255,0.375,0.358,0.733,45,106,20,27,5,0,2,19,1,20,14,4,1,False
1519,Brodie Quinlan,Sam Houston,,0.255,0.325,0.348,0.673,49,141,14,36,7,0,2,18,0,16,36,5,1,False
1520,Savannah Tourville,Grand Canyon,,0.255,0.378,0.412,0.79,45,102,10,26,10,0,2,15,12,10,9,1,0,False
1521,Michaela Carter,Fordham,,0.255,0.32,0.32,0.64,51,153,26,39,2,1,2,10,1,14,25,1,0,False
1522,Miranda Randi Davila,Abilene Christian,,0.255,0.397,0.296,0.693,50,98,16,25,4,0,0,8,3,20,29,3,5,False
1523,Jasmine Miller,Eastern Kentucky,,0.255,0.41,0.518,0.928,46,110,23,28,5,0,8,2,5,24,0,0,0,False
1524,Megan Grant,Elon,,0.255,0.407,0.359,0.766,52,145,24,37,5,5,0,15,6,31,23,3,0,False
1525,Chevelle Sartin,North Dakota,,0.255,0.32,0.32,0.64,53,153,9,39,10,0,0,16,6,9,17,4,0,False
1526,Libbie McMahan,UC Davis,,0.255,0.361,0.345,0.706,52,145,12,37,7,0,2,16,10,14,27,5,1,False
1527,Alyssa Gonzalez,Sacred Heart,,0.255,0.383,0.552,0.935,55,145,18,37,5,1,12,2,1,29,0,0,0,False
1528,Drew Menscer,Elon,,0.255,0.376,0.265,0.641,46,98,26,25,1,0,0,3,0,19,18,8,3,False
1529,Jadyn DeWitte,South Dakota,,0.255,0.306,0.372,0.678,53,137,16,35,7,0,3,24,2,8,39,0,1,False
1530,Megan Hedlund,Manhattan,,0.255,0.339,0.518,0.857,42,110,16,28,5,0,8,1,3,11,0,0,0,False
1531,Kamdyn Kvistad,South Alabama,,0.255,0.349,0.51,0.859,41,102,15,26,2,0,8,3,3,15,0,0,0,False
1532,Lexi Benson,Stephen F. Austin,,0.255,0.333,0.434,0.767,46,106,12,27,5,1,4,3,0,13,0,0,0,False
1533,Annabelle Widra,Michigan,,0.255,0.37,0.33,0.7,48,106,18,27,3,1,1,11,8,12,36,9,2,False
1534,Sam Bean,Lamar,,0.255,0.357,0.372,0.729,49,145,26,37,9,1,2,8,6,17,21,2,0,False
1535,Kyla Eck,Pacific,,0.254,0.311,0.254,0.565,48,122,13,31,0,0,0,3,3,7,22,5,2,False
1536,Keeli Bobbitt,Jacksonville State,,0.254,0.296,0.263,0.559,54,118,17,30,1,0,0,5,0,7,15,17,2,False
1537,Mia Dittoe,College of Charleston,,0.254,0.286,0.413,0.699,49,138,15,35,6,2,4,20,3,4,21,2,0,False
1538,Addie Kittel,Lehigh,,0.254,0.306,0.509,0.815,43,114,10,29,5,0,8,28,2,7,16,0,0,False
1539,Cassi Barbato,Radford,,0.254,0.326,0.351,0.677,46,114,15,29,2,0,3,2,4,10,0,0,0,False
1540,Ally Nodohara,UC Santa Barbara,,0.254,0.289,0.366,0.655,49,134,18,34,10,1,1,1,2,5,0,0,0,False
1541,Nicole Licea,North Dakota State,,0.254,0.376,0.308,0.684,52,130,27,33,7,0,0,12,5,21,13,0,0,False
1542,Elizabeth Frederick,UMass Lowell,,0.254,0.361,0.41,0.771,47,122,24,31,10,0,3,16,2,19,31,12,3,False
1543,Kalli Macintosh-Houlder,Akron,,0.254,0.324,0.381,0.705,46,126,19,32,8,1,2,15,2,11,31,0,0,False
1544,Erin Bengston,Holy Cross,,0.254,0.394,0.373,0.767,50,134,10,34,7,0,3,20,2,29,18,0,0,False
1545,Izzy Kam,Dartmouth,,0.254,0.293,0.268,0.561,36,71,11,18,1,0,0,4,0,4,22,1,1,False
1546,Payton Ebersole,Coastal Carolina,,0.254,0.289,0.41,0.699,52,122,18,31,4,0,5,13,0,6,38,1,0,False
1547,Delaney Scully,Pacific,,0.254,0.32,0.391,0.711,49,138,14,35,10,0,3,17,0,14,18,2,2,False
1548,Ally Alexander,Louisville,,0.254,0.39,0.36,0.75,49,114,23,29,6,0,2,12,6,20,27,3,1,False
1549,Taryn Irigoyen,Fresno State,,0.253,0.323,0.379,0.702,51,87,13,22,3,1,2,8,2,7,24,6,0,False
1550,Kat Marshall,Northwestern State,,0.253,0.325,0.467,0.792,50,150,14,38,11,0,7,26,1,15,24,0,0,False
1551,McKenna Gibson,Tennessee,,0.253,0.379,0.527,0.906,56,146,25,37,5,1,11,30,12,18,36,1,0,False
1552,Molly Schlosser,Wisconsin,,0.253,0.32,0.308,0.628,49,91,19,23,1,2,0,7,1,9,28,2,1,False
1553,Baylee Cosgrove,DePaul,,0.253,0.324,0.526,0.85,43,95,17,24,6,1,6,3,4,6,0,0,0,False
1554,Tytianna Robinson,Grambling,,0.253,0.313,0.33,0.643,36,91,11,23,5,1,0,12,2,6,12,4,0,False
1555,Seneca Curo,UCLA,,0.253,0.33,0.333,0.663,50,99,17,25,5,0,1,2,5,8,0,0,0,False
1556,Libby Whittaker,NC State,,0.253,0.392,0.506,0.898,42,79,17,20,2,0,6,19,3,15,29,0,0,False
1557,Madisyn Kennedy,Mississippi State,,0.253,0.314,0.4,0.714,64,170,23,43,7,0,6,29,6,10,30,0,0,False
1558,Kayla Boseman,James Madison,,0.253,0.394,0.518,0.912,40,83,17,21,1,0,7,16,7,13,23,2,0,False
1559,Shelby Carson,Mississippi Valley State,,0.253,0.333,0.437,0.77,33,87,15,22,4,3,2,11,4,7,8,8,2,False
1560,Halle Morris,Utah,,0.253,0.404,0.396,0.8,46,91,7,23,4,0,3,16,7,16,16,0,0,False
1561,Lauren Marcotte,Penn State,,0.253,0.341,0.288,0.629,54,146,17,37,5,0,0,18,7,13,24,1,1,False
1562,Bailey Caylor,Southern Illinois,,0.253,0.37,0.297,0.667,37,91,22,23,1,0,1,7,1,16,18,3,0,False
1563,Keaghan Ward,Wagner,,0.252,0.339,0.299,0.638,48,147,13,37,7,0,0,16,7,13,14,2,1,False
1564,Brooke Wintlend,Purdue Fort Wayne,,0.252,0.328,0.515,0.843,41,103,14,26,6,0,7,20,1,11,25,0,1,False
1565,Daryn Lamprecht,Northern Iowa,,0.252,0.315,0.513,0.828,45,119,14,30,7,0,8,25,3,8,23,2,0,False
1566,Samiyyah Huckabee,Jackson State,,0.252,0.309,0.388,0.697,51,147,26,37,7,5,1,20,0,13,26,16,2,False
1567,Kaitlyn Cunningham,Florida Atlantic,,0.252,0.288,0.34,0.628,55,159,24,40,6,1,2,19,0,9,30,11,2,False
1568,Jillian Figueroa,San Jose State,,0.252,0.415,0.427,0.842,46,103,19,26,2,2,4,20,1,29,35,0,1,False
1569,Madison Nunez,Morgan State,,0.252,0.328,0.383,0.711,38,107,15,27,7,2,1,21,2,11,14,0,1,False
1570,Rachel Cid,Oregon,,0.252,0.288,0.441,0.729,40,111,18,28,7,1,4,13,2,4,23,1,0,False
1571,Kailey Christian,Delaware,,0.252,0.358,0.394,0.752,45,127,19,32,8,2,2,23,3,18,21,2,0,False
1572,Bailee Zeitler,Georgia Tech,,0.252,0.364,0.32,0.684,45,103,28,26,4,0,1,7,4,14,18,2,0,False
1573,Daisy Hess,Georgia State,,0.252,0.339,0.367,0.706,52,147,23,37,12,1,1,0,3,17,0,0,0,False
1574,Avery Wysong,North Dakota State,,0.252,0.331,0.441,0.772,47,143,17,36,13,1,4,23,3,14,49,0,1,False
1575,Carley Goetschius,North Dakota State,,0.252,0.269,0.351,0.62,48,151,18,38,6,0,3,23,0,4,12,4,1,False
1576,Bailee Wilson,East Carolina,,0.252,0.352,0.344,0.696,55,151,27,38,14,0,0,21,1,23,23,4,1,False
1577,Savannah Channell,North Florida,,0.252,0.412,0.402,0.814,57,127,27,32,10,0,3,23,2,34,14,0,2,False
1578,Lauren Eamiguel,South Dakota,,0.252,0.313,0.336,0.649,51,131,21,33,7,2,0,19,0,13,31,3,1,False
1579,Steph Jacoby,Colgate,,0.252,0.304,0.472,0.776,47,123,14,31,10,1,5,34,5,5,19,0,0,False
1580,Rock Benavides,Houston,,0.252,0.406,0.328,0.734,55,119,21,30,4,1,1,12,13,20,15,4,2,False
1581,Genise Wells,Alcorn State,,0.252,0.372,0.325,0.697,47,123,21,31,2,2,1,18,3,21,18,3,0,False
1582,Bailey Shorter,Austin Peay,,0.252,0.343,0.409,0.752,48,159,30,40,6,2,5,16,4,18,22,2,1,False
1583,Alexa Schultz,San Diego State,,0.251,0.339,0.353,0.692,54,167,33,42,8,0,3,32,6,17,30,13,2,False
1584,Gracie Prince,Charleston Southern,,0.251,0.297,0.395,0.692,55,167,19,42,9,0,5,21,1,11,28,1,0,False
1585,Bailey Williams,Fresno State,,0.25,0.333,0.341,0.674,49,132,11,33,3,3,1,25,0,17,38,0,0,False
1586,Libby Ryan,Drake,,0.25,0.397,0.313,0.71,42,112,24,28,5,1,0,13,4,24,27,16,2,False
1587,Kennedy Hebert,Nicholls State,,0.25,0.301,0.346,0.647,48,136,13,34,7,0,2,16,0,10,28,9,2,False
1588,Lulu Vazquez,Nicholls State,,0.25,0.33,0.38,0.71,39,92,13,23,8,2,0,10,4,7,18,0,0,False
1589,Angelina Reno,Long Island,,0.25,0.288,0.429,0.717,49,112,16,28,5,0,5,16,2,4,28,3,0,False
1590,Maddie Souza,Columbia,,0.25,0.283,0.33,0.613,36,100,10,25,3,1,1,6,2,3,16,2,2,False
1591,Janae Barracato,Seton Hall,,0.25,0.307,0.315,0.622,35,92,21,23,6,0,0,6,2,6,14,3,1,False
1592,Evette Morgan,Stetson,,0.25,0.325,0.389,0.714,47,108,10,27,3,0,4,17,10,3,28,0,0,False
1593,Vanessa Martin,Mount St. Marys,,0.25,0.32,0.348,0.668,46,112,19,28,5,0,2,9,1,11,28,11,2,False
1594,Kelsey Harrigan,Niagara,,0.25,0.386,0.324,0.71,40,108,22,27,8,0,0,0,2,22,0,0,0,False
1595,Maddie Thompson,Portland State,,0.25,0.323,0.268,0.591,36,112,21,28,0,1,0,2,1,11,13,16,1,False
1596,Kim Howard,Central Connecticut,,0.25,0.325,0.456,0.781,49,136,16,34,10,0,6,2,3,13,0,0,0,False
1597,Mia Blasingane,Florida A&M,,0.25,0.273,0.275,0.548,49,120,21,30,3,0,0,0,1,4,0,0,0,False
1598,Jocelyn Carrillo,South Dakota State,,0.25,0.341,0.403,0.744,54,144,23,36,7,0,5,26,0,20,20,3,0,False
1599,Anaya Hunte,Morgan State,,0.25,0.3,0.319,0.619,37,72,7,18,5,0,0,7,0,6,17,3,0,False
1600,Emily Dear,UTSA,,0.25,0.32,0.439,0.759,46,132,17,33,8,1,5,23,1,13,27,1,1,False
1601,Paige Smith,Ole Miss,,0.25,0.338,0.472,0.81,60,180,31,45,13,0,9,40,6,20,35,1,0,False
1602,Caitlynn Neal,Nebraska,,0.25,0.302,0.426,0.728,54,108,23,27,8,1,3,25,2,6,23,5,2,False
1603,Angela Cirone,Akron,,0.25,0.306,0.291,0.597,50,148,24,37,2,2,0,12,5,7,25,10,0,False
1604,Cameron Andrews,Southern,,0.25,0.297,0.266,0.563,48,128,21,32,2,0,0,9,2,7,4,10,4,False
1605,Riley Ehlen,Texas Tech,,0.25,0.337,0.369,0.706,37,84,14,21,4,0,2,16,2,10,22,2,0,False
1606,Macy Simmons,BYU,,0.25,0.329,0.424,0.753,50,132,10,33,2,0,7,1,0,17,0,0,0,False
1607,Emily Phillips,James Madison,,0.25,0.361,0.62,0.981,41,100,22,25,5,1,10,28,2,16,30,2,0,False
1608,Kaili Phillips,Chattanooga,,0.25,0.382,0.563,0.945,57,144,28,36,6,0,13,35,18,14,32,1,0,False
1609,Lexie Black,Penn State,,0.25,0.327,0.5,0.827,54,148,16,37,8,1,9,30,2,17,44,0,0,False
1610,Jenn Cummings,Washington,,0.25,0.405,0.396,0.801,47,96,15,24,8,0,2,6,16,9,28,0,0,False
1611,Sam Alm,Creighton,,0.25,0.312,0.339,0.651,42,124,18,31,5,0,2,23,4,9,21,4,0,False
1612,Serena Fogg,Quinnipiac,,0.25,0.352,0.382,0.734,32,76,10,19,4,0,2,9,4,8,19,2,1,False
1613,Ruby Butler,Maryland,,0.25,0.356,0.321,0.677,50,112,16,28,6,1,0,14,3,16,17,10,2,False
1614,Amanda Guercio,Indiana State,,0.25,0.325,0.528,0.853,42,108,20,27,3,0,9,18,0,12,25,4,0,False
1615,Sydney Dukes,Tennessee Tech,,0.25,0.356,0.435,0.791,46,124,22,31,8,0,5,0,5,16,0,0,0,False
